,EdLevel,EdLevelClean
16014,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16015,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16016,Some college/university study without earning a degree,Some college (no degree)
16017,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16018,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16019,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16020,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16021,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16022,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16023,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16024,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16025,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16026,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16027,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16028,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16029,Some college/university study without earning a degree,Some college (no degree)
16030,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16031,Primary/elementary school,Primary/elementary school
16032,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16033,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16034,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16035,Some college/university study without earning a degree,Some college (no degree)
16036,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16037,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16038,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16039,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16040,Some college/university study without earning a degree,Some college (no degree)
16041,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16042,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16043,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
16044,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16045,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16046,Some college/university study without earning a degree,Some college (no degree)
16047,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16048,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16049,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16050,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16051,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16052,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16053,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16054,Some college/university study without earning a degree,Some college (no degree)
16055,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16056,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16057,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16058,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16059,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16060,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16061,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16062,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16063,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16064,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16065,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16066,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16067,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16068,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16069,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16070,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16071,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16072,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16073,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16074,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16075,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16076,Some college/university study without earning a degree,Some college (no degree)
16077,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16078,Some college/university study without earning a degree,Some college (no degree)
16079,Some college/university study without earning a degree,Some college (no degree)
16080,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16081,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16082,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16083,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16084,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16085,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16086,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16087,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16088,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16089,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16090,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16091,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16092,Some college/university study without earning a degree,Some college (no degree)
16093,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16094,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16095,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16096,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16097,"Associate degree (A.A., A.S., etc.)",Associate degree
16098,"Associate degree (A.A., A.S., etc.)",Associate degree
16099,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16100,Some college/university study without earning a degree,Some college (no degree)
16101,Some college/university study without earning a degree,Some college (no degree)
16102,Some college/university study without earning a degree,Some college (no degree)
16103,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16104,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16105,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16106,Some college/university study without earning a degree,Some college (no degree)
16107,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16108,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16109,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16110,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16111,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16112,Some college/university study without earning a degree,Some college (no degree)
16113,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Professional degree
16114,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16115,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16116,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16117,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16118,Some college/university study without earning a degree,Some college (no degree)
16119,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16120,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16121,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16122,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16123,Some college/university study without earning a degree,Some college (no degree)
16124,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16125,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16126,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16127,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16128,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16129,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16130,Some college/university study without earning a degree,Some college (no degree)
16131,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16132,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16133,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16134,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16135,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16136,Some college/university study without earning a degree,Some college (no degree)
16137,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16138,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16139,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16140,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16141,Some college/university study without earning a degree,Some college (no degree)
16142,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16143,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16144,Some college/university study without earning a degree,Some college (no degree)
16145,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
16146,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16147,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16148,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16149,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16150,"Associate degree (A.A., A.S., etc.)",Associate degree
16151,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16152,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16153,Something else,Something else
16154,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
16155,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16156,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16157,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16158,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
16159,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16160,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16161,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16162,Some college/university study without earning a degree,Some college (no degree)
16163,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16164,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16165,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16166,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16167,Some college/university study without earning a degree,Some college (no degree)
16168,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16169,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16170,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16171,Some college/university study without earning a degree,Some college (no degree)
16172,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16173,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16174,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16175,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16176,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16177,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16178,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16179,Some college/university study without earning a degree,Some college (no degree)
16180,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16181,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16182,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16183,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Secondary school
16184,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16185,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16186,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16187,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16188,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16189,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",Master's degree
16190,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16191,Some college/university study without earning a degree,Some college (no degree)
16192,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
16193,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Bachelor's degree
