,Age,EdLevel,AgeClean,AgeOrder,EdLevelClean
12448,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24,2,Master's degree
12449,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
12450,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12451,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12452,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
12453,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12454,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12455,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64,6,Master's degree
12456,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12457,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12458,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12459,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24,2,Master's degree
12460,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12461,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12462,55-64 years old,"Associate degree (A.A., A.S., etc.)",55-64,6,Associate degree
12463,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12464,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
12465,45-54 years old,Some college/university study without earning a degree,45-54,5,Some college (no degree)
12466,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12467,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12468,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12469,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12470,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12471,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12472,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12473,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12474,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12475,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24,2,Master's degree
12476,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44,4,Secondary School
12477,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12478,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12479,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12480,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12481,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44,4,Secondary School
12482,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
12483,45-54 years old,Some college/university study without earning a degree,45-54,5,Some college (no degree)
12484,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12485,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12486,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
12487,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12488,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12489,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12490,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12491,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
12492,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34,3,Professional degree
12493,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12494,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12495,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12496,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64,6,Bachelor's degree
12497,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12498,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12499,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12500,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12501,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
12502,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12503,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12504,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12505,18-24 years old,"Associate degree (A.A., A.S., etc.)",18-24,2,Associate degree
12506,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12507,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
12508,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12509,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12510,35-44 years old,"Associate degree (A.A., A.S., etc.)",35-44,4,Associate degree
12511,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12512,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12513,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12514,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12515,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12516,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12517,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12518,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12519,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44,4,Professional degree
12520,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12521,25-34 years old,"Associate degree (A.A., A.S., etc.)",25-34,3,Associate degree
12522,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
12523,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12524,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12525,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12526,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12527,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
12528,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24,2,Master's degree
12529,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12530,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12531,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12532,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12533,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12534,35-44 years old,"Associate degree (A.A., A.S., etc.)",35-44,4,Associate degree
12535,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12536,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12537,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12538,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12539,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64,6,Master's degree
12540,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12541,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12542,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12543,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34,3,Secondary School
12544,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12545,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12546,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12547,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12548,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12549,25-34 years old,"Associate degree (A.A., A.S., etc.)",25-34,3,Associate degree
12550,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12551,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12552,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34,3,Secondary School
12553,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12554,25-34 years old,"Associate degree (A.A., A.S., etc.)",25-34,3,Associate degree
12555,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44,4,Secondary School
12556,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12557,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12558,25-34 years old,"Associate degree (A.A., A.S., etc.)",25-34,3,Associate degree
12559,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12560,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12561,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12562,55-64 years old,Some college/university study without earning a degree,55-64,6,Some college (no degree)
12563,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12564,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64,6,Master's degree
12565,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12566,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12567,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12568,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12569,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25-34,3,Professional degree
12570,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12571,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12572,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12573,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12574,35-44 years old,"Associate degree (A.A., A.S., etc.)",35-44,4,Associate degree
12575,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12576,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12577,35-44 years old,"Associate degree (A.A., A.S., etc.)",35-44,4,Associate degree
12578,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44,4,Secondary School
12579,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12580,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12581,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12582,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12583,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12584,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12585,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12586,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12587,55-64 years old,Some college/university study without earning a degree,55-64,6,Some college (no degree)
12588,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24,2,Secondary School
12589,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12590,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44,4,Master's degree
12591,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12592,18-24 years old,Primary/elementary school,18-24,2,Primary/elementary school
12593,18-24 years old,"Associate degree (A.A., A.S., etc.)",18-24,2,Associate degree
12594,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12595,25-34 years old,"Associate degree (A.A., A.S., etc.)",25-34,3,Associate degree
12596,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12597,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54,5,Master's degree
12598,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12599,25-34 years old,"Associate degree (A.A., A.S., etc.)",25-34,3,Associate degree
12600,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
12601,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12602,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12603,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12604,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12605,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12606,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12607,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12608,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12609,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12610,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44,4,Bachelor's degree
12611,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44,4,Secondary School
12612,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12613,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12614,35-44 years old,Some college/university study without earning a degree,35-44,4,Some college (no degree)
12615,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12616,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54,5,Bachelor's degree
12617,45-54 years old,Some college/university study without earning a degree,45-54,5,Some college (no degree)
12618,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12619,25-34 years old,Some college/university study without earning a degree,25-34,3,Some college (no degree)
12620,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34,3,Master's degree
12621,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24,2,Bachelor's degree
12622,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34,3,Bachelor's degree
12623,18-24 years old,Some college/university study without earning a degree,18-24,2,Some college (no degree)
